dust_accumulated,pi_residual
323.4166666666667,0.3136600210277174
325.70833333333337,0.3299333680598866
325.7916666666667,-0.24290117528227517
325.7916666666667,-0.6181494249042716
325.7916666666667,-0.5008139848991278
325.7916666666667,-0.155507264663997
325.83333333333337,-0.7528052116489741
326.87500000000006,0.24818717411261693
327.50000000000006,-0.625920163689645
328.50000000000006,0.3548101723814079
329.50000000000006,0.35938462367393287
330.04166666666674,0.3590140531111943
331.0833333333334,0.3163231401234117
332.9583333333334,0.27633617562879476
334.2500000000001,-0.006527372416006649
335.0833333333334,0.4252640262478078
335.1250000000001,-0.22445009825542606
335.1250000000001,0.03281770470570855
337.7500000000001,0.032608941283440274
340.5416666666668,0.052082879109177416
341.6666666666668,-0.018469645600271978
341.8750000000001,-0.052941578429111846
341.8750000000001,-0.3488397685822626
342.1666666666668,-0.6355349084904474
342.4166666666668,0.06149581918551217
343.0833333333335,0.01774397884191048
343.6666666666668,-0.05715287958461923
344.1666666666668,-0.29342086308202564
344.3750000000001,-1.1270835113145552
344.3750000000001,0.038839580520251715
344.3750000000001,-0.10861631909994873
344.3750000000001,-0.04214150410594808
344.9583333333334,-0.10125985904162516
345.5000000000001,-0.18921074439789543
345.8750000000001,-1.2696894115672066
345.9166666666668,-0.10463609403105467
346.3750000000001,-0.035826770564365784
347.0833333333334,0.10020956765039069
347.7083333333334,0.095551906319852
350.0000000000001,0.0736377265146686
352.4166666666668,0.044350929252072735
352.4166666666668,0.07919949611806842
352.4166666666668,-0.20547496696623524
352.4166666666668,-0.04921135131292731
352.4166666666668,-0.5501548434977663
352.4166666666668,-0.113659328551027
353.6666666666668,0.11114393469042527
356.0416666666668,0.06992933253338673
362.1250000000001,0.08811931690196007
364.7083333333334,0.0532032745716573
366.3333333333334,0.0949360598378064
371.66666666666674,0.09153060739234808
374.04166666666674,0.054188526327396236
375.04166666666674,-0.3251501403438515
376.41666666666674,-0.3324832940945166
379.87500000000006,0.09402932441703626
382.04166666666674,0.08349014918313902
384.66666666666674,0.06149581918551217
388.04166666666674,0.06878286150336255
389.41666666666674,-0.7540682735962154
390.5833333333334,-0.5307233993133254
390.5833333333334,-0.3499699156642986
390.5833333333334,-0.06775237456376493
390.5833333333334,0.01693555302846539
390.5833333333334,0.10627006228313496
390.5833333333334,0.07556193278569046
390.5833333333334,0.09466827810440925
390.5833333333334,0.08608193940438102
391.2500000000001,0.07804708044711539
392.2500000000001,0.06466764419001736
393.2500000000001,0.04942088689464397
393.6250000000001,-0.6673117680666745
393.6250000000001,-0.6900561870277497
393.6250000000001,0.035738735910535
393.6250000000001,0.23748683428812223
393.6250000000001,0.22350360697230887
393.6250000000001,0.187514939403989
393.6250000000001,0.16296579766956398
393.6250000000001,0.16935112581420553
393.6250000000001,0.185484441050213
393.6250000000001,0.20588924126908736
393.6250000000001,0.2040514516038905
393.6250000000001,0.1389727626320707
393.6250000000001,0.1819845004111924
393.6250000000001,0.15239666310658917
395.3333333333334,0.11931571520344963
395.3333333333334,0.13395430367197791
